,ID,Tweet Time,Convo ID,Likes Count,Retweets Count,Tweets,Tweets(rendered),in_reply_to_tweet_id,in_reply_to,User,User Location,Followers Count,Followings Count,Likes Count,Tweets Count
0,1383045494155272193,2021-04-16 13:11:56+00:00,1383045494155272193,119,7,"Sudah namanya saja Abang Jago, yg penting Kita semua mari Sukseskan Protokol Kesehatan 3M dukung terusssssss Apa g dilaksanakan Pemerintahan Bpk Joko Widodo Presiden RI Paten MERDEKA🙏🇮🇩. https://t.co/eCnfRxsUNt","Sudah namanya saja Abang Jago, yg penting Kita semua mari Sukseskan Protokol Kesehatan 3M dukung terusssssss Apa g dilaksanakan Pemerintahan Bpk Joko Widodo Presiden RI Paten MERDEKA🙏🇮🇩. https://t.co/eCnfRxsUNt",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
1,1382679261002100737,2021-04-15 12:56:39+00:00,1382679261002100737,143,16,"Waspada waspada waspadalah tolong panduan ini menjadi perhatian paten, laksanakan Protokol Kesehatan dgn Disiplin jgn lupa 3M MERDEKA🙏🇮🇩. https://t.co/dJHjETXZpS","Waspada waspada waspadalah tolong panduan ini menjadi perhatian paten, laksanakan Protokol Kesehatan dgn Disiplin jgn lupa 3M MERDEKA🙏🇮🇩. https://t.co/dJHjETXZpS",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
2,1382340965722034180,2021-04-14 14:32:23+00:00,1382340965722034180,297,32,"Dimana saja sama, Anak kecil juga pintar ngakali Orang Dewasa ha ha ha mari dukung terusssssss pencegahan Pandemi COVID-19 dgn melaksanakan Protokol Kesehatan secara disiplin jgn lupa 3M Paten MERDEKA🙏🇮🇩. https://t.co/pU4nLCADd5","Dimana saja sama, Anak kecil juga pintar ngakali Orang Dewasa ha ha ha mari dukung terusssssss pencegahan Pandemi COVID-19 dgn melaksanakan Protokol Kesehatan secara disiplin jgn lupa 3M Paten MERDEKA🙏🇮🇩. https://t.co/pU4nLCADd5",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
3,1381974038646431744,2021-04-13 14:14:21+00:00,1381974038646431744,569,34,"Terima kasih Tuhan, hari ini tgl 13 April Aku Vaksin yg ke 2 ditemani IstriKu Diana❤️AnakKU Sarah semua berjalan dgn baik Berkat Kasih Sayang👏TuhanKu Yesus Kristus Shalom MERDEKA🙏🇮🇩 
https://t.co/qm3mqfDOl6 https://t.co/EMWYP8GSNz","Terima kasih Tuhan, hari ini tgl 13 April Aku Vaksin yg ke 2 ditemani IstriKu Diana❤️AnakKU Sarah semua berjalan dgn baik Berkat Kasih Sayang👏TuhanKu Yesus Kristus Shalom MERDEKA🙏🇮🇩 
instagram.com/Ruhutp.sitompul https://t.co/EMWYP8GSNz",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
4,1381905229008891904,2021-04-13 09:40:55+00:00,1381905229008891904,183,7,"Ini hanya hiburan sejenak, tolong laksanakan terusssssss Protokol Kesehatan dgn disiplin MERDEKA🙏🇮🇩. https://t.co/KrNCsi5UVu","Ini hanya hiburan sejenak, tolong laksanakan terusssssss Protokol Kesehatan dgn disiplin MERDEKA🙏🇮🇩. https://t.co/KrNCsi5UVu",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
5,1381547199310356485,2021-04-12 09:58:14+00:00,1381547199310356485,127,6,Serba serbi suasana Pandemi COVID-19 Rakyat Indonesia❤️tercinta makin kreatif👍ya sudah mari Kita dukung terusssssss Pemerintahan Pak Joko Widodo Presiden RI dgn Protokol Kesehatannya laksanakan dgn disiplin Paten MERDEKA🙏🇮🇩. https://t.co/N9qQMWyguQ,Serba serbi suasana Pandemi COVID-19 Rakyat Indonesia❤️tercinta makin kreatif👍ya sudah mari Kita dukung terusssssss Pemerintahan Pak Joko Widodo Presiden RI dgn Protokol Kesehatannya laksanakan dgn disiplin Paten MERDEKA🙏🇮🇩. https://t.co/N9qQMWyguQ,,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
6,1381447866871259140,2021-04-12 03:23:32+00:00,1381447866871259140,203,13,"Daily lifeKu bisa dicheck di Instagram! https://t.co/qm3mqfDOl6

Jogging di pagi hari antara jam 10-11 untuk menjaga kesehatan biar kita tetap produktif! https://t.co/bFSBGhSLaK","Daily lifeKu bisa dicheck di Instagram! instagram.com/Ruhutp.sitompul

Jogging di pagi hari antara jam 10-11 untuk menjaga kesehatan biar kita tetap produktif! https://t.co/bFSBGhSLaK",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
7,1381445434418192384,2021-04-12 03:13:52+00:00,1381445434418192384,130,13,"Jika mau lebih kenal hidup pribadiku yang tidak biasanya diekspos, follow saja instagramku.
https://t.co/furOGhDuxQ

See you on Instagram! https://t.co/7Cseeq50PK","Jika mau lebih kenal hidup pribadiku yang tidak biasanya diekspos, follow saja instagramku.
Instagram.com/ruhutp.sitompul

See you on Instagram! https://t.co/7Cseeq50PK",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
8,1381244756970246153,2021-04-11 13:56:27+00:00,1381244756970246153,373,50,"Tidak selalu berbuat baik hasilnya sesuai dgn keinginan Kita tapi ya sudah, fokus saja laksanakan Protokol Kesehatan dgn disiplin ingat Badai COVID-19 belum berlalu MERDEKA🙏🇮🇩. https://t.co/PZV4H9fe3t","Tidak selalu berbuat baik hasilnya sesuai dgn keinginan Kita tapi ya sudah, fokus saja laksanakan Protokol Kesehatan dgn disiplin ingat Badai COVID-19 belum berlalu MERDEKA🙏🇮🇩. https://t.co/PZV4H9fe3t",,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
9,1381161994691125253,2021-04-11 08:27:34+00:00,1381161994691125253,0,0,@asbiyanto5 anjing ini makin stresssssss dicomberan ha ha ha Wassalam.,@asbiyanto5 anjing ini makin stresssssss dicomberan ha ha ha Wassalam.,,,ruhutsitompul,Jakarta,2341501,194789,3631,22683
