,ID,Tweet Time,Convo ID,Likes Count,Retweets Count,Tweets,Tweets(rendered),in_reply_to_tweet_id,in_reply_to,User,User Location,Followers Count,Followings Count,Likes Count,Tweets Count
0,1515296454663094278,2022-04-16 11:50:02+00:00,1515296454663094278,146,22,"Kerja kerja kerja Pak Joko Widodo Presiden RI ke 7 sudah terbukti, jadi yg pakai kaca mata kuda ngelihatnya pasti gagal paham karena itu wajar Rakyat Indonesia❤️tercinta mendukung penuh Pemerintahan Pak JOKOWI Paten MERDEKA🤟👍🙏🇮🇩. https://t.co/BXX1PlcagC","Kerja kerja kerja Pak Joko Widodo Presiden RI ke 7 sudah terbukti, jadi yg pakai kaca mata kuda ngelihatnya pasti gagal paham karena itu wajar Rakyat Indonesia❤️tercinta mendukung penuh Pemerintahan Pak JOKOWI Paten MERDEKA🤟👍🙏🇮🇩. https://t.co/BXX1PlcagC",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
1,1515271731132665858,2022-04-16 10:11:47+00:00,1515271731132665858,0,0,"@democrazymedia Ha ha ha si menggerung gerung makin pesong/gila, terbelah ? tolol kali kau terbelah kalau 50% lawan 50% tapi kalau 99, 99% lawan 00, 01% itu bukan terbelah MERDEKA🤟👍🙏🇮🇩.","@democrazymedia Ha ha ha si menggerung gerung makin pesong/gila, terbelah ? tolol kali kau terbelah kalau 50% lawan 50% tapi kalau 99, 99% lawan 00, 01% itu bukan terbelah MERDEKA🤟👍🙏🇮🇩.",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
2,1515265706941882374,2022-04-16 09:47:51+00:00,1514820899962499075,3,0,"@prastow @GardaGun @saidi_sudarsono @JubirPresidenRI @FaldoMaldini @AliNgabalinNew Lebih hebat Pak Joko Widodo Presiden RI👍, yg nanya orang sakit/pesong ha ha ha MERDEKA🤟🙏🇮🇩.","@prastow @GardaGun @saidi_sudarsono @JubirPresidenRI @FaldoMaldini @AliNgabalinNew Lebih hebat Pak Joko Widodo Presiden RI👍, yg nanya orang sakit/pesong ha ha ha MERDEKA🤟🙏🇮🇩.",1.5152648289985782e+18,https://twitter.com/prastow,ruhutsitompul,Jakarta,2341584,194784,3633,22685
3,1515144066090291200,2022-04-16 01:44:30+00:00,1515144066090291200,516,60,"Ha ha ha kena batunya kemana itu muka mengenggerung gerung diatas langit masih ada langit, benar juga jadilah terus pengompor👺kadrun ini satu lagi bukti Pak Joko Widodo Presiden RI di Berkati Tuhan Yang Maha Kuasa MERDEKA🤟👍🙏🇮🇩.https://t.co/u9aomw4LxO","Ha ha ha kena batunya kemana itu muka mengenggerung gerung diatas langit masih ada langit, benar juga jadilah terus pengompor👺kadrun ini satu lagi bukti Pak Joko Widodo Presiden RI di Berkati Tuhan Yang Maha Kuasa MERDEKA🤟👍🙏🇮🇩.https://t.co/u9aomw4LxO",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
4,1515139476452175879,2022-04-16 01:26:15+00:00,1515139476452175879,189,13,Selamat Ulang Tahun Kopassus ke 70 Tgl 16 April 2022 maju terusssssss utk Indonesia❤️tercinta Komando MERDEKA🤟👍🙏🇮🇩. https://t.co/WnzrQ7Zzoa,Selamat Ulang Tahun Kopassus ke 70 Tgl 16 April 2022 maju terusssssss utk Indonesia❤️tercinta Komando MERDEKA🤟👍🙏🇮🇩. twitter.com/Lucky_HS/statu…,,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
5,1515131015240761345,2022-04-16 00:52:38+00:00,1514776639506243593,2,0,@anangprash Haleluya Puji Tuhan Yesus Shalom.,@anangprash Haleluya Puji Tuhan Yesus Shalom.,1.515079419081392e+18,https://twitter.com/anangprash,ruhutsitompul,Jakarta,2341584,194784,3633,22685
6,1514845075570044928,2022-04-15 05:56:25+00:00,1514845075570044928,193,30,Betul 100 utk Pak Joko Widodo Presiden RI ke 7 yg sangat❤️dicintai Rakyatnya maju terusssssss menuju Indonesia Maju Paten MERDEKA🤟👍🙏🇮🇩. https://t.co/d8GFxfycSj,Betul 100 utk Pak Joko Widodo Presiden RI ke 7 yg sangat❤️dicintai Rakyatnya maju terusssssss menuju Indonesia Maju Paten MERDEKA🤟👍🙏🇮🇩. https://t.co/d8GFxfycSj,,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
7,1514819994630356996,2022-04-15 04:16:45+00:00,1514819994630356996,3,1,"@geloraco Logikanya setelah pada ditangkapi, terang benderang pelakunya semua👺kadrun ha ha ha Kura2 dalam perahu pura2 tdk ta’u ka’cian deh jgn berlaga bego sudah ya 👎.","@geloraco Logikanya setelah pada ditangkapi, terang benderang pelakunya semua👺kadrun ha ha ha Kura2 dalam perahu pura2 tdk ta’u ka’cian deh jgn berlaga bego sudah ya 👎.",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
8,1514805720784728064,2022-04-15 03:20:02+00:00,1514805720784728064,136,11,"Ha ha ha ini Orang2 sakit lagi demo👺kadrun sich, suaranya membut telinga bisa congek lucu lucu lucu MERDEKA🤟👍🙏🇮🇩. https://t.co/NkTlkDUcMv","Ha ha ha ini Orang2 sakit lagi demo👺kadrun sich, suaranya membut telinga bisa congek lucu lucu lucu MERDEKA🤟👍🙏🇮🇩. https://t.co/NkTlkDUcMv",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
9,1514804065699774465,2022-04-15 03:13:27+00:00,1514776639506243593,0,0,@Predator_4848 Ini orang tolol kasih pendapat ha ha ha👺kadrun Sip deh.,@Predator_4848 Ini orang tolol kasih pendapat ha ha ha👺kadrun Sip deh.,1.514800375035216e+18,https://twitter.com/Predator_4848,ruhutsitompul,Jakarta,2341584,194784,3633,22685
10,1514781734709043206,2022-04-15 01:44:43+00:00,1514781734709043206,0,0,@YanHarahap Ini membuktikan Pak LBP Orang Hebat yg di Berkati Tuhan Shalom👍🙏🇮🇩.,@YanHarahap Ini membuktikan Pak LBP Orang Hebat yg di Berkati Tuhan Shalom👍🙏🇮🇩.,,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
11,1514776639506243593,2022-04-15 01:24:28+00:00,1514776639506243593,159,19,"Dunia saja melalui Sekjen PBB demikian percaya Kepada Presiden RI ke 7 Bpk Joko Widodo utk tangani Krisis Global, eh ini yg ngaku2 mahasiswa lebih percaya👺kadrun mau coba2 menuruninya dan faktanya hanya mampu menuruni Celana Ade Armando dgn keroyokan MERDEKA🤟👍🙏🇮🇩. https://t.co/cgGy2ZlQ3q","Dunia saja melalui Sekjen PBB demikian percaya Kepada Presiden RI ke 7 Bpk Joko Widodo utk tangani Krisis Global, eh ini yg ngaku2 mahasiswa lebih percaya👺kadrun mau coba2 menuruninya dan faktanya hanya mampu menuruni Celana Ade Armando dgn keroyokan MERDEKA🤟👍🙏🇮🇩. https://t.co/cgGy2ZlQ3q",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
12,1514772447580811265,2022-04-15 01:07:49+00:00,1514761277633368064,3,0,"@SamuelPHarahap @jokowi @PDI_Perjuangan @fadlizon @hnurwahid @Haikal_Hassan @MprAldo @BEMUI_Official @__Sridiana_3va @Helmi_Felis @__AnakKolong @dennysirregar7 @MUIPusat @henrysubiakto @KSPgoid @PBIDI Pak Joko Widodo Presiden RI yg sangat di Berkati Tuhan Yang Maha Esa, Sukses terusssssss biarkan👺kadrun2 menggonggong Paten MERDEKA🤟👍🙏🇮🇩.","@SamuelPHarahap @jokowi @PDI_Perjuangan @fadlizon @hnurwahid @Haikal_Hassan @MprAldo @BEMUI_Official @__Sridiana_3va @Helmi_Felis @__AnakKolong @dennysirregar7 @MUIPusat @henrysubiakto @KSPgoid @PBIDI Pak Joko Widodo Presiden RI yg sangat di Berkati Tuhan Yang Maha Esa, Sukses terusssssss biarkan👺kadrun2 menggonggong Paten MERDEKA🤟👍🙏🇮🇩.",1.514761277633368e+18,https://twitter.com/SamuelPHarahap,ruhutsitompul,Jakarta,2341584,194784,3633,22685
13,1514749303583297536,2022-04-14 23:35:51+00:00,1514749303583297536,203,25,"Hey pendemo yg ditunggangi👺kadrun, seperti ini yg harus kalian dukung ini gagasan yg baik dari Ibu Sri Mulyani Menteri Keuangan Pak Joko Widodo Presiden RI kalian diam saja malu dong sebentar2 mengatas namakan Rakyat ta’ukan Rakyat miskin krn ulah Koruptor MERDEKA🤟👍🙏🇮🇩. https://t.co/EEEeDHEPjV","Hey pendemo yg ditunggangi👺kadrun, seperti ini yg harus kalian dukung ini gagasan yg baik dari Ibu Sri Mulyani Menteri Keuangan Pak Joko Widodo Presiden RI kalian diam saja malu dong sebentar2 mengatas namakan Rakyat ta’ukan Rakyat miskin krn ulah Koruptor MERDEKA🤟👍🙏🇮🇩. https://t.co/EEEeDHEPjV",,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
14,1514592853917581318,2022-04-14 13:14:10+00:00,1514535872690937860,10,0,@Mdy_Asmara1701 LBP dilawan ya stresssssss jadi pada pesong Shalom.,@Mdy_Asmara1701 LBP dilawan ya stresssssss jadi pada pesong Shalom.,1.5145358726909379e+18,https://twitter.com/Mdy_Asmara1701,ruhutsitompul,Jakarta,2341584,194784,3633,22685
15,1514577955036762112,2022-04-14 12:14:58+00:00,1514349070894383104,0,0,@Didin_Mahmuddin @panca66 Sididin cilepeng ngatain Sibager jenius Nuhun Wassalam.,@Didin_Mahmuddin @panca66 Sididin cilepeng ngatain Sibager jenius Nuhun Wassalam.,1.5145369560755118e+18,https://twitter.com/Didin_Mahmuddin,ruhutsitompul,Jakarta,2341584,194784,3633,22685
16,1514532181418606598,2022-04-14 09:13:05+00:00,1514466566720876544,2,0,@Predator_4848 Prestasi abal2 ha ha ha Sip deh.,@Predator_4848 Prestasi abal2 ha ha ha Sip deh.,1.5145276583776092e+18,https://twitter.com/Predator_4848,ruhutsitompul,Jakarta,2341584,194784,3633,22685
17,1514528578482085892,2022-04-14 08:58:46+00:00,1514528578482085892,0,0,@UdienKikuk Haleluya Puji Tuhan Yesus Shalom.,@UdienKikuk Haleluya Puji Tuhan Yesus Shalom.,,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
18,1514527998741184518,2022-04-14 08:56:28+00:00,1514527998741184518,0,0,@asepdanil78 Haleluya Puji Tuhan Yesus Shalom.,@asepdanil78 Haleluya Puji Tuhan Yesus Shalom.,,,ruhutsitompul,Jakarta,2341584,194784,3633,22685
19,1514514705775460353,2022-04-14 08:03:38+00:00,1514514141301854210,10,0,@SamuelPHarahap @jokowi @PDI_Perjuangan @musniumar @Haikal_Hassan @MUIPusat @Helmi_Felis @PrasetyoEdi_ @gembong_warsono @hnurwahid @MprAldo @ObayKusut @democrazymedia @keuangannews_id @FIAFormulaE @_ekokuntadhi @__AnakKolong @ChusnulCh__ Emangnya kapan Gabenar punya malu ha ha ha👺kadrun Sip deh.,@SamuelPHarahap @jokowi @PDI_Perjuangan @musniumar @Haikal_Hassan @MUIPusat @Helmi_Felis @PrasetyoEdi_ @gembong_warsono @hnurwahid @MprAldo @ObayKusut @democrazymedia @keuangannews_id @FIAFormulaE @_ekokuntadhi @__AnakKolong @ChusnulCh__ Emangnya kapan Gabenar punya malu ha ha ha👺kadrun Sip deh.,1.5145141413018542e+18,https://twitter.com/SamuelPHarahap,ruhutsitompul,Jakarta,2341584,194784,3633,22685
20,1514497567861919747,2022-04-14 06:55:32+00:00,1514466566720876544,0,0,@vgadgetshop Haleluya Puji Tuhan Yesus Shalom.,@vgadgetshop Haleluya Puji Tuhan Yesus Shalom.,1.5144927163480187e+18,https://twitter.com/vgadgetshop,ruhutsitompul,Jakarta,2341585,194784,3633,22685
21,1514466566720876544,2022-04-14 04:52:21+00:00,1514466566720876544,482,99,"Ha ha ha semua Rakyat Indonesia❤️tercinta sudah ta’u, cuma 👺kadrun berlagak tdk ta’u, secara terang benderang menang jadi Gabenar juga karena SARA Ujaran kebencian Fitnah👎Teror MERDEKA🤟👍🙏🇮🇩. https://t.co/GXm4uD5NrS","Ha ha ha semua Rakyat Indonesia❤️tercinta sudah ta’u, cuma 👺kadrun berlagak tdk ta’u, secara terang benderang menang jadi Gabenar juga karena SARA Ujaran kebencian Fitnah👎Teror MERDEKA🤟👍🙏🇮🇩. https://t.co/GXm4uD5NrS",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
22,1514174851803914246,2022-04-13 09:33:11+00:00,1514174851803914246,0,1,@YanHarahap Ha ha ha nanti Boss2Mu mau ketemu Bpk Joko Widodo Presiden RI ngemis juga melalui Hinca Panjaitan ke Luhut Binsar Pandjaitan yg kau bilang pendusta goblok banget kau Shalom.,@YanHarahap Ha ha ha nanti Boss2Mu mau ketemu Bpk Joko Widodo Presiden RI ngemis juga melalui Hinca Panjaitan ke Luhut Binsar Pandjaitan yg kau bilang pendusta goblok banget kau Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
23,1514107615558705153,2022-04-13 05:06:00+00:00,1494883667742978054,0,0,@asepdanil78 Haleluya Puji Tuhan Yesus Shalom.,@asepdanil78 Haleluya Puji Tuhan Yesus Shalom.,1.5139772206496154e+18,https://twitter.com/asepdanil78,ruhutsitompul,Jakarta,2341585,194784,3633,22685
24,1514073288431276032,2022-04-13 02:49:36+00:00,1513988450499760132,35,2,@mamakhariadi @Dennysiregar7 Ada TuhanKu Yesus yg menjaga Aku Shalom.,@mamakhariadi @Dennysiregar7 Ada TuhanKu Yesus yg menjaga Aku Shalom.,1.51398845049976e+18,https://twitter.com/mamakhariadi,ruhutsitompul,Jakarta,2341585,194784,3633,22685
25,1514067472097619968,2022-04-13 02:26:30+00:00,1514067472097619968,280,18,"Terima kasih POLISI dgn tangkas menyelamatkan Ade Armando dari perbuatan melanggar hukum yg sadis penumpang gelap demo tgl 11 April, ingat provokator yg banyak bacot/congor yg ba’u kemampuan kalian👺kadrun hanya bisa menurunkan Celana Ade Armando bukan Presiden RI MERDEKA🤟👍🙏🇮🇩","Terima kasih POLISI dgn tangkas menyelamatkan Ade Armando dari perbuatan melanggar hukum yg sadis penumpang gelap demo tgl 11 April, ingat provokator yg banyak bacot/congor yg ba’u kemampuan kalian👺kadrun hanya bisa menurunkan Celana Ade Armando bukan Presiden RI MERDEKA🤟👍🙏🇮🇩",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
26,1514058989600149509,2022-04-13 01:52:47+00:00,1514058989600149509,2,0,@bojonebojoku Haleluya Puji Tuhan Yesus Shalom.,@bojonebojoku Haleluya Puji Tuhan Yesus Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
27,1514058709961687040,2022-04-13 01:51:40+00:00,1514058709961687040,0,0,@BangNapiMilenia Haleluya Puji Tuhan Yesus Shalom.,@BangNapiMilenia Haleluya Puji Tuhan Yesus Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
28,1513718823752704000,2022-04-12 03:21:05+00:00,1513718823752704000,0,0,@naufalpalevi 1000 thn lagi ha ha ha Shalom.,@naufalpalevi 1000 thn lagi ha ha ha Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
29,1513714303194771458,2022-04-12 03:03:07+00:00,1513714303194771458,0,0,"@normansya13 Ha ha ha sampai bongkok kau tdk bisa lawan Pak LBP, ada Tuhan Yesus yg terusssssss menjaganya Beliau bekerja dijalan Tuhan Amen Shalom.","@normansya13 Ha ha ha sampai bongkok kau tdk bisa lawan Pak LBP, ada Tuhan Yesus yg terusssssss menjaganya Beliau bekerja dijalan Tuhan Amen Shalom.",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
30,1513705851550564356,2022-04-12 02:29:32+00:00,1513705851550564356,1,0,"@democrazymedia Ha ha ha ada kemarin makan siang sama Aku, setelah itu ke Istana Negara rapat sama Pak Joko Widodo Presiden RI sudahlah ca’pek kalian lawan Pak LBP yg di Berkati Tuhan Yesus Shalom.","@democrazymedia Ha ha ha ada kemarin makan siang sama Aku, setelah itu ke Istana Negara rapat sama Pak Joko Widodo Presiden RI sudahlah ca’pek kalian lawan Pak LBP yg di Berkati Tuhan Yesus Shalom.",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
31,1513669910043717632,2022-04-12 00:06:43+00:00,1513669910043717632,0,0,@termospecahh Ha ha ha faktanya kau dengar goblok Shalom.,@termospecahh Ha ha ha faktanya kau dengar goblok Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
32,1513663894908067842,2022-04-11 23:42:49+00:00,1513663894908067842,314,26,"Para biang kerok yg tdk laku diprofesinya masing2 mau ditaro dimana itu muka tgl 11 sore Beliau akan jatuh/lengser kasihan Adik2 Mahasiswa terprovokasi jadi korban, ingat jangan terulang lagi Pak Joko Widodo Presiden RI terlalu kuat krn sangat dicintai❤️Rakyatnya MERDEKA🤟👍🙏🇮🇩. https://t.co/rA9PDsAvvk","Para biang kerok yg tdk laku diprofesinya masing2 mau ditaro dimana itu muka tgl 11 sore Beliau akan jatuh/lengser kasihan Adik2 Mahasiswa terprovokasi jadi korban, ingat jangan terulang lagi Pak Joko Widodo Presiden RI terlalu kuat krn sangat dicintai❤️Rakyatnya MERDEKA🤟👍🙏🇮🇩. https://t.co/rA9PDsAvvk",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
33,1513508640036392961,2022-04-11 13:25:54+00:00,1513490564624568320,0,0,@ardhy12345 Ada TuhanKu Yesus yg setia menjaga Aku Haleluya Shalom.,@ardhy12345 Ada TuhanKu Yesus yg setia menjaga Aku Haleluya Shalom.,1.5135050913318912e+18,https://twitter.com/ardhy12345,ruhutsitompul,Jakarta,2341585,194784,3633,22685
34,1513490564624568320,2022-04-11 12:14:04+00:00,1513490564624568320,274,12,"Selesaikan demonya yg didukung👺kadrun, Ngebacot &amp; Congornya ba’u malu dong sudah gede omong tapi Nol Besar “ Pak Joko Widodo Presiden RI sangat di Berkati Tuhan Yang Maha Kuasa” yg terusssssss Bekerja utk Rakyat Indonesia❤️tercinta Jayalah Indonesia Paten MERDEKA🤟👍🙏🇮🇩.","Selesaikan demonya yg didukung👺kadrun, Ngebacot &amp; Congornya ba’u malu dong sudah gede omong tapi Nol Besar “ Pak Joko Widodo Presiden RI sangat di Berkati Tuhan Yang Maha Kuasa” yg terusssssss Bekerja utk Rakyat Indonesia❤️tercinta Jayalah Indonesia Paten MERDEKA🤟👍🙏🇮🇩.",,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
35,1513488120943366144,2022-04-11 12:04:21+00:00,1513454825744515073,1,0,@hazbyihsany @Hasan06108822 Haleluya Puji Tuhan Yesus Shalom.,@hazbyihsany @Hasan06108822 Haleluya Puji Tuhan Yesus Shalom.,1.5134873926611968e+18,https://twitter.com/hazbyihsany,ruhutsitompul,Jakarta,2341585,194784,3633,22685
36,1513463797805031433,2022-04-11 10:27:42+00:00,1513462621235658752,0,0,@4LFR3D_plan @Dennysiregar7 Haleluya Puji Tuhan Yesus Shalom.,@4LFR3D_plan @Dennysiregar7 Haleluya Puji Tuhan Yesus Shalom.,1.5134626212356588e+18,https://twitter.com/Pur_N4M4,ruhutsitompul,Jakarta,2341585,194784,3633,22685
37,1513384280948240387,2022-04-11 05:11:44+00:00,1513384280948240387,13,1,@yusuf_dumdum Berkat Tuhan tdk akan lengser ha ha ha tolol kali kau Shalom.,@yusuf_dumdum Berkat Tuhan tdk akan lengser ha ha ha tolol kali kau Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
38,1513383293500108801,2022-04-11 05:07:49+00:00,1513383293500108801,0,0,@abu_waras orang pesong/gila rr kau dengar ha ha ha jadi sama dong Sip deh.,@abu_waras orang pesong/gila rr kau dengar ha ha ha jadi sama dong Sip deh.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
39,1513363944232349706,2022-04-11 03:50:55+00:00,1513363944232349706,0,0,@AldoPaibo inilah komentar Aldo yg tolol pendukung👺kadrun ha ha ha Shalom.,@AldoPaibo inilah komentar Aldo yg tolol pendukung👺kadrun ha ha ha Shalom.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
40,1513360660016803843,2022-04-11 03:37:52+00:00,1513346349231910914,22,1,"@rudyfox99 Eh emangnya non juga banyak yg goblok ta’u, mereka pendukung 👺kadrun ha ha ha dangkal kali otaknya seperti kau sudah tolol sok pintar Shalom.","@rudyfox99 Eh emangnya non juga banyak yg goblok ta’u, mereka pendukung 👺kadrun ha ha ha dangkal kali otaknya seperti kau sudah tolol sok pintar Shalom.",1.513346349231911e+18,https://twitter.com/rudyfox99,ruhutsitompul,Jakarta,2341585,194784,3633,22685
41,1513339248321392647,2022-04-11 02:12:47+00:00,1513339248321392647,2,0,@abu_waras Ha ha ha👺kadrun ini masih ngebacot demo dasar sudah tdk waras ngaca malu dong ngompori tapi gatot gagal total Luhut dilawan Wassalam.,@abu_waras Ha ha ha👺kadrun ini masih ngebacot demo dasar sudah tdk waras ngaca malu dong ngompori tapi gatot gagal total Luhut dilawan Wassalam.,,,ruhutsitompul,Jakarta,2341585,194784,3633,22685
